age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
28,fit,anything,socially,NA,post-graduate,white,67,18404.0,education / academia,"emeryville, california",0.0,gay,likes dogs and has cats,agnosticism and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),available
34,average,NA,socially,never,college/university,asian,70,1e5,executive / management,"oakland, california",NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), korean (fluently), spanish (poorly)",single
48,fit,NA,socially,never,post-graduate,white,62,49340.0,education / academia,"oakland, california",NA,straight,likes dogs,NA,f,gemini,no,"english, spanish (fluently), french (okay)",single
27,athletic,anything,often,never,college/university,asian,72,57192.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), french (okay)",single
30,thin,vegetarian,socially,never,post-graduate,white,76,27228.0,construction / craftsmanship,"san francisco, california",NA,straight,has dogs and likes cats,agnosticism but not too serious about it,m,gemini,trying to quit,"english (fluently), spanish (okay)",single
38,average,anything,socially,sometimes,two-year college,white,73,28452.0,transportation,"san francisco, california",NA,straight,likes cats,atheism but not too serious about it,m,libra but it doesn&rsquo;t matter,no,english,single
48,average,anything,socially,never,post-graduate,asian,69,96230.0,computer / hardware / software,"alameda, california",2.0,straight,dislikes dogs and dislikes cats,christianity but not too serious about it,m,aries and it&rsquo;s fun to think about,no,"english, korean",married
33,athletic,anything,socially,never,college/university,white,73,1e5,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,virgo and it&rsquo;s fun to think about,no,english,single
29,athletic,other,socially,never,college/university,NA,75,36604.0,executive / management,"berkeley, california",1.0,straight,NA,christianity but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,english,single
22,average,NA,not at all,never,college/university,asian,69,18558.0,student,"alameda, california",0.0,straight,NA,christianity and somewhat serious about it,m,sagittarius,no,"english (fluently), chinese (okay)",single
26,athletic,anything,rarely,never,college/university,asian,69,49705.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,NA,agnosticism and laughing about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single
25,average,anything,often,sometimes,college/university,white,71,48680.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,has dogs and likes cats,atheism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,english (okay),single
27,curvy,anything,socially,never,post-graduate,asian,60,48710.0,medicine / health,"san francisco, california",NA,straight,NA,agnosticism,f,NA,no,"english, vietnamese",single
33,fit,vegetarian,rarely,never,college/university,asian,69,97060.0,executive / management,"alameda, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english, hebrew, japanese, spanish",single
39,a little extra,NA,rarely,never,high school,asian,63,19534.0,unemployed,"san francisco, california",0.0,straight,likes dogs and likes cats,catholicism but not too serious about it,f,virgo,trying to quit,"english (poorly), dutch (fluently)",single
58,thin,NA,not at all,never,two-year college,white,64,37056.0,clerical / administrative,"san francisco, california",1.0,straight,has cats,NA,f,scorpio and it&rsquo;s fun to think about,sometimes,english,single
27,thin,anything,often,never,college/university,white,62,1e5,hospitality / travel,"san francisco, california",0.0,straight,NA,atheism,f,capricorn but it doesn&rsquo;t matter,no,english,single
52,fit,vegetarian,not at all,never,post-graduate,white,68,45090.0,education / academia,"san francisco, california",NA,straight,likes dogs and likes cats,atheism,m,NA,no,"english (fluently), russian (okay), german (poorly), chinese (poorly), spanish (poorly)",single
28,average,other,socially,sometimes,two-year college,white,74,37104.0,entertainment / media,"san francisco, california",NA,straight,likes dogs and likes cats,christianity,m,libra but it doesn&rsquo;t matter,sometimes,"english, yiddish (poorly)",single
28,average,anything,socially,sometimes,two-year college,white,70,58698.0,construction / craftsmanship,"berkeley, california",NA,straight,likes dogs and likes cats,judaism and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
31,fit,anything,socially,sometimes,college/university,black,68,39212.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single
24,average,anything,socially,never,two-year college,black,69,49160.0,banking / financial / real estate,"berkeley, california",0.0,straight,likes dogs and dislikes cats,NA,m,libra and it&rsquo;s fun to think about,sometimes,english,single
24,average,anything,socially,never,two-year college,white,68,19286.0,student,"oakland, california",NA,gay,likes dogs and likes cats,agnosticism but not too serious about it,m,taurus and it matters a lot,no,english (fluently),single
25,athletic,NA,socially,NA,post-graduate,white,69,1e5,computer / hardware / software,"san francisco, california",NA,straight,likes dogs,judaism and laughing about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), hungarian (okay), spanish (okay)",single
61,fit,NA,socially,sometimes,post-graduate,white,66,79864.0,education / academia,"oakland, california",NA,straight,dislikes dogs and likes cats,other and somewhat serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
36,athletic,anything,socially,sometimes,dropped out of college/university,white,65,76344.0,computer / hardware / software,"oakland, california",NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,english (fluently),single
32,fit,NA,socially,never,post-graduate,white,68,46270.0,sales / marketing / biz dev,"san rafael, california",0.0,straight,likes dogs,NA,m,aquarius and it&rsquo;s fun to think about,NA,"english (fluently), spanish (poorly)",single
41,athletic,NA,socially,never,post-graduate,asian,69,1e5,science / tech / engineering,"emeryville, california",1.0,straight,likes dogs and likes cats,buddhism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), german (fluently), french (poorly)",single
28,athletic,anything,rarely,never,college/university,white,75,58914.0,artistic / musical / writer,"san francisco, california",0.0,straight,dislikes dogs and likes cats,other and laughing about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
24,athletic,vegetarian,often,never,college/university,asian,71,98520.0,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), spanish (poorly)",single
39,a little extra,anything,socially,never,college/university,hispanic / latin,72,28875.0,computer / hardware / software,"san mateo, california",2.0,straight,has dogs and likes cats,christianity but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (fluently), french (okay), tagalog (okay)",single
40,athletic,NA,often,never,post-graduate,white,76,1e5,entertainment / media,"san francisco, california",NA,straight,has cats,agnosticism and laughing about it,m,aquarius and it&rsquo;s fun to think about,no,english (fluently),single
29,fit,NA,socially,never,college/university,asian,70,27903.0,hospitality / travel,"san francisco, california",0.0,straight,likes dogs,other,m,capricorn and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single
26,athletic,anything,socially,never,college/university,white,70,74688.0,medicine / health,"san francisco, california",0.0,bisexual,likes dogs and likes cats,NA,m,aries and it matters a lot,no,"english (fluently), sign language (okay), french (poorly)",seeing someone
32,athletic,anything,socially,sometimes,post-graduate,white,73,1e5,sales / marketing / biz dev,"san francisco, california",0.0,straight,likes dogs,NA,m,NA,no,"english, italian",single
50,athletic,other,not at all,never,two-year college,black,66,19438.0,student,"san leandro, california",0.0,straight,likes dogs and likes cats,christianity and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,no,english,single
20,average,other,often,never,college/university,native american,61,19694.0,student,"san francisco, california",0.0,bisexual,likes dogs and has cats,NA,f,leo,no,"english (fluently), spanish (poorly)",single
28,fit,anything,socially,NA,college/university,white,63,48895.0,banking / financial / real estate,"san francisco, california",NA,straight,likes dogs,NA,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), portuguese (fluently), spanish (okay)",single
26,thin,anything,socially,never,college/university,hispanic / latin,71,18346.0,student,"san leandro, california",0.0,straight,has dogs and likes cats,NA,m,libra but it doesn&rsquo;t matter,no,english,single
25,average,anything,socially,sometimes,college/university,white,72,79048.0,science / tech / engineering,"palo alto, california",0.0,straight,likes dogs,other and laughing about it,m,virgo but it doesn&rsquo;t matter,sometimes,"english (fluently), c++ (fluently), spanish (poorly), lisp (okay)",single
25,athletic,anything,socially,never,college/university,white,74,57522.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and likes cats,catholicism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,english (fluently),single
29,athletic,anything,socially,never,college/university,white,72,90040.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism,m,leo,no,english,single
29,athletic,anything,socially,never,college/university,indian,67,66017.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), other (poorly)",single
