TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr11 C|11 52.08 cM	mouse chr11 C|11 52.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 C3.3|5 40.23 cM	mouse chr5 C3.3|5 40.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 E3.3|9 51.36 cM	mouse chr9 E3.3|9 51.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A2-A3|17 12.53 cM	mouse chr17 A2-A3|17 12.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H2.3|1 75.95 cM	mouse chr1 H2.3|1 75.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E3|5 48.35 cM	mouse chr5 E3|5 48.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 B|9 29.81 cM	mouse chr9 B|9 29.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 E1|18 35.1 cM	mouse chr18 E1|18 35.1 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C2|8 39.33 cM	mouse chr8 C2|8 39.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A5|13 24.5 cM	mouse chr13 A5|13 24.5 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 G1|2 71.01 cM	mouse chr2 G1|2 71.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A1-A4|11 7.09 cM	mouse chr11 A1-A4|11 7.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 E3|6 52.73 cM	mouse chr6 E3|6 52.73 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B1.3|11 31.96 cM	mouse chr11 B1.3|11 31.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C7|4 50.3 cM	mouse chr4 C7|4 50.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 12.69 cM	mouse chr17 A3.3|17 12.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B4|10 32.51 cM	mouse chr10 B4|10 32.51 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 B2|4 28.75 cM	mouse chr4 B2|4 28.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX|X A6-A7.1	mouse chrX|X A6-A7.1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 A3|14 15.06 cM	mouse chr14 A3|14 15.06 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 15.12 cM	mouse chr17 A3.3|17 15.12 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B1|7 20.7 cM	mouse chr7 B1|7 20.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B4|16 28.37 cM	mouse chr16 B4|16 28.37 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 29.28 cM	mouse chr7 B4|7 29.28 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 12.21 cM	mouse chr17 A3.3|17 12.21 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 79.3 cM	mouse chr5 G2|5 79.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D2.1|4 54.31 cM	mouse chr4 D2.1|4 54.31 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3-B|17 12.11 cM	mouse chr17 A3.3-B|17 12.11 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C5|8 46.85 cM	mouse chr8 C5|8 46.85 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E2|11 82.61 cM	mouse chr11 E2|11 82.61 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12D2|12 42.94 cM	mouse chr12D2|12 42.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A2|7 9.03 cM	mouse chr7 A2|7 9.03 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12|12 A2	mouse chr12|12 A2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 A|19 3.85 cM	mouse chr19 A|19 3.85 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.45 cM	mouse chr17 B1|17 18.45 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A3.2|11 13.81 cM	mouse chr11 A3.2|11 13.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D3|4 69.93 cM	mouse chr4 D3|4 69.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 D|1 46.19 cM	mouse chr1 D|1 46.19 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D1|4 53.2 cM	mouse chr4 D1|4 53.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C3|8 37.79 cM	mouse chr8 C3|8 37.79 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 F2|2 65.65 cM	mouse chr2 F2|2 65.65 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 G3|1 66.49 cM	mouse chr1 G3|1 66.49 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B1|7 16.94 cM	mouse chr7 B1|7 16.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B3|11 43.14 cM	mouse chr11 B3|11 43.14 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 76.13 cM	mouse chr5 G2|5 76.13 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F3|9 60.69 cM	mouse chr9 F3|9 60.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 69.16 cM	mouse chr7 F3|7 69.16 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 B3|5 23.84 cM	mouse chr5 B3|5 23.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 C7|6	mouse chr6 C7|6	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 B3.1|8 30.9 cM	mouse chr8 B3.1|8 30.9 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 A2-A3|5 2.04 cM	mouse chr5 A2-A3|5 2.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 77.01 cM	mouse chr5 G2|5 77.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B1|13 25.07 cM	mouse chr13 B1|13 25.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C3.3|16 50.23 cM	mouse chr16 C3.3|16 50.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B1-B3|16 19.38 cM	mouse chr16 B1-B3|16 19.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B1|13 30.97 cM	mouse chr13 B1|13 30.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D3|4 70.59 cM	mouse chr4 D3|4 70.59 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A2|9 4.3 cM	mouse chr9 A2|9 4.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11|11 E1	mouse chr11|11 E1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 A1|18 7.68 cM	mouse chr18 A1|18 7.68 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H4|1 84.46 cM	mouse chr1 H4|1 84.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E5|2 59.46 cM	mouse chr2 E5|2 59.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H1-H2|2 85.27 cM	mouse chr2 H1-H2|2 85.27 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F1|7 54.07 cM	mouse chr7 F1|7 54.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 D1-D2|15 29.16 cM	mouse chr15 D1-D2|15 29.16 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C3|8 42.1 cM	mouse chr8 C3|8 42.1 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1|1 E3-G	mouse chr1|1 E3-G	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H1-H4|2 103.04 cM	mouse chr2 H1-H4|2 103.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 E2|4 78.96 cM	mouse chr4 E2|4 78.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 B|19 13.98 cM	mouse chr19 B|19 13.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A2|3 3.22 cM	mouse chr3 A2|3 3.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.3-A4|13	mouse chr13 A3.3-A4|13	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 C1|6 32.2 cM	mouse chr6 C1|6 32.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16|16 C	mouse chr16|16 C	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E1|11 68.91 cM	mouse chr11 E1|11 68.91 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F1|9 58.69 cM	mouse chr9 F1|9 58.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F3|6 63.21 cM	mouse chr6 F3|6 63.21 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 D3|7 47.25 cM	mouse chr7 D3|7 47.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9|9 E3.1	mouse chr9|9 E3.1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 F1|12 60.99 cM	mouse chr12 F1|12 60.99 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H3|2 94.8 cM	mouse chr2 H3|2 94.8 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B4-C1|10 39.72 cM	mouse chr10 B4-C1|10 39.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A1|17 8.5 cM	mouse chr17 A1|17 8.5 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H3-H4|2 103.34 cM	mouse chr2 H3-H4|2 103.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4|4 E	mouse chr4|4 E	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B4|10 28.64 cM	mouse chr10 B4|10 28.64 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 G1|6 72.57 cM	mouse chr6 G1|6 72.57 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F|9 74.19 cM	mouse chr9 F|9 74.19 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 A5-B|1	mouse chr1 A5-B|1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 B|19 4.34 cM	mouse chr19 B|19 4.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 B|2 23.9 cM	mouse chr2 B|2 23.9 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A5|13 21.66 cM	mouse chr13 A5|13 21.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B3|6 25.7 cM	mouse chr6 B3|6 25.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C3|14 31.48 cM	mouse chr14 C3|14 31.48 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C1.3|1 30.08 cM	mouse chr1 C1.3|1 30.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 A2|15 8.25 cM	mouse chr15 A2|15 8.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6G1|6	mouse chr6G1|6	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B3|11 42.96 cM	mouse chr11 B3|11 42.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 B3|18 20.74 cM	mouse chr18 B3|18 20.74 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A2|8 13.09 cM	mouse chr8 A2|8 13.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 F|5 53.86 cM	mouse chr5 F|5 53.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5|5 52.23 cM	mouse chr5|5 52.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 E3.3|9 51.37 cM	mouse chr9 E3.3|9 51.37 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H2|2 80.97 cM	mouse chr2 H2|2 80.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D3|10 76.49 cM	mouse chr10 D3|10 76.49 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A5.1|9 24.52 cM	mouse chr9 A5.1|9 24.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A3|3 12.66 cM	mouse chr3 A3|3 12.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 F|5 57.84 cM	mouse chr5 F|5 57.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C4|16 53.57 cM	mouse chr16 C4|16 53.57 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A3|7 12.78 cM	mouse chr7 A3|7 12.78 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 28.48 cM	mouse chr7 B4|7 28.48 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A1|7 1.98 cM	mouse chr7 A1|7 1.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 C3|2 34.81 cM	mouse chr2 C3|2 34.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 G1|6 66.07 cM	mouse chr6 G1|6 66.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 B1.2|8 23.89 cM	mouse chr8 B1.2|8 23.89 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A1|7 2.31 cM	mouse chr7 A1|7 2.31 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D-E|11 83.35 cM	mouse chr11 D-E|11 83.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C1|14 26.25 cM	mouse chr14 C1|14 26.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 D1|6 39.2 cM	mouse chr6 D1|6 39.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX|X A1	mouse chrX|X A1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9|9 B-C	mouse chr9|9 B-C	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A1|3 4.98 cM	mouse chr3 A1|3 4.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E2|11 77.27 cM	mouse chr11 E2|11 77.27 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D3|10 77.16 cM	mouse chr10 D3|10 77.16 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C3|8 40.22 cM	mouse chr8 C3|8 40.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A6|X 33.31 cM	mouse chrX A6|X 33.31 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D3|4 67.13 cM	mouse chr4 D3|4 67.13 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 A|19 3.21 cM	mouse chr19 A|19 3.21 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 45.76 cM	mouse chr11 B5|11 45.76 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 46.18 cM	mouse chr11 B5|11 46.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H2.2|1 71.75 cM	mouse chr1 H2.2|1 71.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 G1|6 66.78 cM	mouse chr6 G1|6 66.78 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 C1|12 25.61 cM	mouse chr12 C1|12 25.61 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F3|15 57.29 cM	mouse chr15 F3|15 57.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F5|7 87.94 cM	mouse chr7 F5|7 87.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A7.3|X 38.25 cM	mouse chrX A7.3|X 38.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 A3|16 11.3 cM	mouse chr16 A3|16 11.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C1-C3|4 33.96 cM	mouse chr4 C1-C3|4 33.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B3|16 26.48 cM	mouse chr16 B3|16 26.48 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C4|16 55.86 cM	mouse chr16 C4|16 55.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C2|16 57.53 cM	mouse chr16 C2|16 57.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX F5|X 76.12 cM	mouse chrX F5|X 76.12 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A3|9 7.79 cM	mouse chr9 A3|9 7.79 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 C1|10 43.07 cM	mouse chr10 C1|10 43.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H3|2 85.66 cM	mouse chr2 H3|2 85.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 E1|15 37.95 cM	mouse chr15 E1|15 37.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 B|3 15.75 cM	mouse chr3 B|3 15.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 78.97 cM	mouse chr5 G2|5 78.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 76.89 cM	mouse chr5 G2|5 76.89 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 B1|5 17.33 cM	mouse chr5 B1|5 17.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 D-E|15 36.23 cM	mouse chr15 D-E|15 36.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F2.2|3 41.93 cM	mouse chr3 F2.2|3 41.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A2|7 9.14 cM	mouse chr7 A2|7 9.14 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F2|9 59.91 cM	mouse chr9 F2|9 59.91 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F3|15 57.58 cM	mouse chr15 F3|15 57.58 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX C-D|X 44.1 cM	mouse chrX C-D|X 44.1 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 D1|6 40.3 cM	mouse chr6 D1|6 40.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A1.1|X 3.47 cM	mouse chrX A1.1|X 3.47 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E4-G|1 52.98 cM	mouse chr1 E4-G|1 52.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18|18 E	mouse chr18|18 E	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C2|19 24.28 cM	mouse chr19 C2|19 24.28 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 B3.3|8 33.91 cM	mouse chr8 B3.3|8 33.91 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A3|4 10.42 cM	mouse chr4 A3|4 10.42 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7|7 D3	mouse chr7|7 D3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 E2|17 49.56 cM	mouse chr17 E2|17 49.56 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12D2|12	mouse chr12D2|12	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E4|5 50.55 cM	mouse chr5 E4|5 50.55 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 D|14 34.36 cM	mouse chr14 D|14 34.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX F2|X 62.16 cM	mouse chrX F2|X 62.16 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E3|2 55.18 cM	mouse chr2 E3|2 55.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 A2-A3|5 7.07 cM	mouse chr5 A2-A3|5 7.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 C3|13 47.64 cM	mouse chr13 C3|13 47.64 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B1.2|11 29.27 cM	mouse chr11 B1.2|11 29.27 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 A1|16 5.67 cM	mouse chr16 A1|16 5.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 F1|12 61.57 cM	mouse chr12 F1|12 61.57 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F1|9 59.24 cM	mouse chr9 F1|9 59.24 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 D3|7 44.01 cM	mouse chr7 D3|7 44.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 G2|3 56.54 cM	mouse chr3 G2|3 56.54 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B5.1|10 34.83 cM	mouse chr10 B5.1|10 34.83 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D2.2|4 61.51 cM	mouse chr4 D2.2|4 61.51 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C2|1 32.81 cM	mouse chr1 C2|1 32.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 E2|8 74.64 cM	mouse chr8 E2|8 74.64 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 D|1 47.25 cM	mouse chr1 D|1 47.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B5|7 31.44 cM	mouse chr7 B5|7 31.44 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 A2-A3.1|6 8.08 cM	mouse chr6 A2-A3.1|6 8.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 A3|5 8.11 cM	mouse chr5 A3|5 8.11 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D1|4 53.46 cM	mouse chr4 D1|4 53.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 D|1 44.42 cM	mouse chr1 D|1 44.42 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A5.3|9 26.72 cM	mouse chr9 A5.3|9 26.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C5|8 44.93 cM	mouse chr8 C5|8 44.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 B3.1|15 13.02 cM	mouse chr15 B3.1|15 13.02 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6|6 D-E	mouse chr6|6 D-E	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 C-D|17 28.98 cM	mouse chr17 C-D|17 28.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8|8 C5	mouse chr8|8 C5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H3|2 85.01 cM	mouse chr2 H3|2 85.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F3|6 61.72 cM	mouse chr6 F3|6 61.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 B|19 12.26 cM	mouse chr19 B|19 12.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C3|8 41.32 cM	mouse chr8 C3|8 41.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 12.7 cM	mouse chr17 A3.3|17 12.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 E1|7 53.51 cM	mouse chr7 E1|7 53.51 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15|15 A	mouse chr15|15 A	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 47.56 cM	mouse chr11 B5|11 47.56 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7|7 A3-B3	mouse chr7|7 A3-B3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
